1file_id	2sample	3DNA_code	4ADM_#	5SPECIES	6POP_CODE	7POPNAME	8POP#	9GROUP	10LONG	11LAT	12server	13path	14plastome
FBK5_DNA797	FBK5	797	175	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0995/C13P1ACXX_6/IX0995_C13P1ACXX_6_CTTGTA.bam	DONE
FBK6_DNA798	FBK6	798	176	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0992/C13P1ACXX_3/IX0992_C13P1ACXX_3_AAGCGA.bam	DONE
FBK8_DNA903	FBK8	903	177	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1953/C2NR6ACXX_6/IX1953_C2NR6ACXX_6_CCACGC.bam	DONE
FBK9_DNA335	FBK9	335	178	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_TGACCA.bam	DONE
FRE11_DNA908	FRE11	908	184	PBAL	FRE	Frederiction		B04	-67.25	46.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_ATGTCA.bam	DONE
FRE12_DNA498	FRE12	498	185	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_ACTTGA.bam	DONE
FRE13_DNA909	FRE13	909	186	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1901/C2F5GACXX_3/IX1901_C2F5GACXX_3_TTAGGC.bam	DONE
FRE14_DNA358	FRE14	358	187	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_GCCAAT.bam	DONE
FRE2_DNA906	FRE2	906	188	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_TACAGC.bam	DONE
FRE3_DNA1004	FRE3	1004	189	PBAL	FRE	Frederiction		B04	-67.25	46.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2039/C2P8KACXX_3/IX2039_C2P8KACXX_3_AACCCC.bam	DONE
FRE5_DNA497	FRE5	497	190	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_GTGGCC.bam	DONE
FRE6_DNA336	FRE6	336	191	PBAL	FRE	Frederiction		B04	-67.25	46.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_CTTGTA.bam	DONE
FRE7_DNA907	FRE7	907	192	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1904/C2F5GACXX_6/IX1904_C2F5GACXX_6_TGCCAT.bam	DONE
FRE8_DNA660	FRE8	660	193	PBAL	FRE	Frederiction		B04	-67.25	46.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_ACGATA.bam	DONE
FRE9_DNA661	FRE9	661	194	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0852/C13N9ACXX_2/IX0852_C13N9ACXX_2_ATAATT.bam	DONE
FTM11_DNA1151	FTM11	1151	195	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2035/C2P5YACXX_7/IX2035_C2P5YACXX_7_GAAACC.bam	DONE
FTM12_DNA910	FTM12	910	196	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1910/C2F5EACXX_5/IX1910_C2F5EACXX_5_GGCTAC.bam	DONE
FTM13_DNA842	FTM13	842	197	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_AAATGC.bam	DONE
FTM14_DNA911	FTM14	911	198	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_AAGACT.bam	DONE
FTM15_DNA912	FTM15	912	199	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1902/C2F5GACXX_4/IX1902_C2F5GACXX_4_ACGATA.bam	DONE
FTM1_DNA662	FTM1	662	200	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0845/D17UBACXX_8/IX0845_D17UBACXX_8_CACCGG.bam	DONE
FTM2_DNA293	FTM2	293	201	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_TGCCAT.bam	DONE
FTM3_DNA799	FTM3	799	202	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_ACTCTC.bam	DONE
FTM4_DNA663	FTM4	663	203	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_CCCATG.bam	DONE
FTM5_DNA295	FTM5	295	204	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0334/D102LACXX_6/IX0334_D102LACXX_6_ATGTCA.bam	DONE
FTM6_DNA664	FTM6	664	205	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_CTCAGA.bam	DONE
FTM8_DNA296	FTM8	296	206	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0366/D12N9ACXX_5/IX0366_D12N9ACXX_5_TTCGAA.bam	EASTGalaxy
FTM9_DNA297	FTM9	297	207	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-15/IX0335/D102LACXX_7/IX0335_D102LACXX_7_TTAGGC.bam	DONE
GIL10_DNA936	GIL10	936	208	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_ACAGTG.bam	DONE
GIL11_DNA1007	GIL11	1007	209	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-18/IX2034/C2RT2ACXX_3/IX2034_C2RT2ACXX_3_CAAAAG.bam	DONE
GIL13_DNA937	GIL13	937	210	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1906/C2F5EACXX_1/IX1906_C2F5EACXX_1_AAACAT.bam	DONE
GIL14_DNA483	GIL14	483	211	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_ACAAAC.bam	DONE
GIL15_DNA913	GIL15	913	212	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_ATAATT.bam	DONE
GIL1_DNA935	GIL1	935	213	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_GTAGAG.bam	DONE
GIL2_DNA1005	GIL2	1005	214	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2046/C2PVTACXX_2/IX2046_C2PVTACXX_2_ACCCAG.bam	DONE
GIL3_DNA800	GIL3	800	215	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0990/D1C4AACXX_8/IX0990_D1C4AACXX_8_ATACGG.bam	DONE
GIL4_DNA801	GIL4	801	216	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-30/IX0994/C13P1ACXX_5/IX0994_C13P1ACXX_5_CACGAT.bam	DONE
GIL5_DNA509	GIL5	509	217	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0373/C0W11ACXX_6/IX0373_C0W11ACXX_6_AGCATC.bam	DONE
GIL6_DNA1006	GIL6	1006	218	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_AGCGCT.bam	DONE
GIL7_DNA510	GIL7	510	219	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_ATTCCT.bam	DONE
GIL8_DNA665	GIL8	665	220	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0849/D18MNACXX_7/IX0849_D18MNACXX_7_GCACTT.bam	DONE
GIL9_DNA802	GIL9	802	221	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0977/C14ERACXX_4/IX0977_C14ERACXX_4_GAGTGG.bam	DONE
GPR10_DNA1114	GPR10	1114	226	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_ACTCTC.bam	DONE
GPR11_DNA256	GPR11	256	227	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0366/D12N9ACXX_5/IX0366_D12N9ACXX_5_GCCTTA.bam	EASTGalaxy
GPR12_DNA362	GPR12	362	228	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_AAAGCA.bam	DONE
GPR13_DNA363	GPR13	363	229	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-22/IX0367/D12N9ACXX_6/IX0367_D12N9ACXX_6_AATAGG.bam	DONE
GPR14_DNA917	GPR14	917	230	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_GCACTT.bam	DONE
GPR15_DNA1115	GPR15	1115	231	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2041/C2P8KACXX_5/IX2041_C2P8KACXX_5_ATACGG.bam	DONE
GPR1_DNA803	GPR1	803	232	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_CTGCTG.bam	DONE
GPR2_DNA668	GPR2	668	233	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_TATAAT.bam	DONE
GPR4_DNA914	GPR4	914	234	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_CACCGG.bam	DONE
GPR5_DNA804	GPR5	804	235	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_GCCGCG.bam	DONE
GPR6_DNA915	GPR6	915	236	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_CCCATG.bam	DONE
GPR7_DNA805	GPR7	805	237	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0985/D18W4ACXX_7/IX0985_D18W4ACXX_7_TCATTC.bam	DONE
GPR9_DNA255	GPR9	255	238	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid5A/EASTGalaxyData/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-20/IX0365/D12N9ACXX_4/IX0365_D12N9ACXX_4_GAAACC.bam	DONE
GRA10_DNA341	GRA10	341	239	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_GAGTGG.bam	DONE
GRA12_DNA938	GRA12	938	240	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_AAGGAC.bam	DONE
GRA1_DNA670	GRA1	670	241	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0850/D18MNACXX_8/IX0850_D18MNACXX_8_CCGTCC.bam	DONE
GRA4_DNA337	GRA4	337	242	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_AAGCGA.bam	DONE
GRA5_DNA338	GRA5	338	243	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-13/IX0338/C0T20ACXX_2/IX0338_C0T20ACXX_2_ACTCTC.bam	DONE
GRA6_DNA339	GRA6	339	244	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_ATACGG.bam	DONE
GRA7_DNA854	GRA7	854	245	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_ACAAAC.bam	DONE
GRA8_DNA340	GRA8	340	246	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_CACGAT.bam	DONE
GYP10_DNA343	GYP10	343	247	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0340/C0T20ACXX_4/IX0340_C0T20ACXX_4_GCCGCG.bam	DONE
GYP11_DNA1163	GYP11	1163	248	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2042/C2P8KACXX_6/IX2042_C2P8KACXX_6_GAATAA.bam	DONE
GYP12_DNA512	GYP12	512	249	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_CGGAAT.bam	DONE
GYP13_DNA921	GYP13	921	250	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1915/C2P4LACXX_2/IX1915_C2P4LACXX_2_TGACCA.bam	DONE
GYP14_DNA922	GYP14	922	251	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_CTTGTA.bam	DONE
GYP15_DNA923	GYP15	923	252	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1911/C2F5EACXX_6/IX1911_C2F5EACXX_6_AAGCGA.bam	DONE
GYP1_DNA511	GYP1	511	253	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_CATTTT.bam	DONE
GYP2_DNA672	GYP2	672	254	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0853/C13N9ACXX_3/IX0853_C13N9ACXX_3_CTTGTA.bam	DONE
GYP3_DNA673	GYP3	673	255	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-21/IX0854/D18UBACXX_1/IX0854_D18UBACXX_1_AAGCGA.bam	DONE
GYP4_DNA485	GYP4	485	256	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0376/D15UAACXX_3/IX0376_D15UAACXX_3_CAAAAG.bam	DONE
GYP5_DNA840	GYP5	840	257	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-21/IX0996/D1CLLACXX_8/IX0996_D1CLLACXX_8_TTCTCC.bam	DONE
GYP6_DNA850	GYP6	850	258	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_GATCAG.bam	DONE
GYP7_DNA342	GYP7	342	259	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-12/IX0339/C0T20ACXX_3/IX0339_C0T20ACXX_3_CTGCTG.bam	DONE
GYP8_DNA918	GYP8	918	260	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1910/C2F5EACXX_5/IX1910_C2F5EACXX_5_TATAAT.bam	DONE
GYP9_DNA919	GYP9	919	261	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_TGCTGG.bam	DONE
HAY10_DNA927	HAY10	927	276	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_GAGTGG.bam	DONE
HAY11_DNA490	HAY11	490	277	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_CATGGC.bam	DONE
HAY12_DNA491	HAY12	491	278	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_CGAGAA.bam	DONE
HAY13_DNA1117	HAY13	1117	279	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_GAGTGG.bam	DONE
HAY14_DNA1118	HAY14	1118	280	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2044/C2P8KACXX_8/IX2044_C2P8KACXX_8_CTGCTG.bam	DONE
HAY15_DNA1152	HAY15	1152	281	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_GCCTTA.bam	DONE
HAY1_DNA674	HAY1	674	282	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0847/D18MNACXX_5/IX0847_D18MNACXX_5_ACTCTC.bam	DONE
HAY2_DNA924	HAY2	924	283	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1917/C2P4LACXX_4/IX1917_C2P4LACXX_4_ACTCTC.bam	DONE
HAY3_DNA487	HAY3	487	284	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0370/C0W11ACXX_3/IX0370_C0W11ACXX_3_AGATAG.bam	DONE
HAY4_DNA488	HAY4	488	285	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0371/C0W11ACXX_4/IX0371_C0W11ACXX_4_ATGAGC.bam	DONE
HAY5_DNA675	HAY5	675	286	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-07/IX0857/D18UBACXX_4/IX0857_D18UBACXX_4_ATACGG.bam	DONE
HAY6_DNA925	HAY6	925	287	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_ATACGG.bam	DONE
HAY7_DNA926	HAY7	926	288	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_CACGAT.bam	DONE
HAY8_DNA489	HAY8	489	289	PBAL	HAY	Hay River		B03	-115.78	60.8	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-08-15/IX0376/D15UAACXX_3/IX0376_D15UAACXX_3_CCAACA.bam	DONE
HAY9_DNA1116	HAY9	1116	290	PBAL	HAY	Hay River		B03	-115.78	60.8	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2043/C2P8KACXX_7/IX2043_C2P8KACXX_7_CACGAT.bam	DONE
INU15_DNA1120	INU15	1120	323	PBAL	INU	Inuvik		B02	-133.77	68.38	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2046/C2PVTACXX_2/IX2046_C2PVTACXX_2_TCATTC.bam	DONE
INU9_DNA1119	INU9	1119	324	PBAL	INU	Inuvik		B02	-133.77	68.38	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-29/IX2057/C34BNACXX_6/IX2057_C34BNACXX_6_GCCGCG.bam	DONE
KUU09_DNA515	KUU09	515	371	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0374/C0W11ACXX_7/IX0374_C0W11ACXX_7_GATATA.bam	DONE
KUU10_DNA495	KUU10	495	372	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_TCGGCA.bam	DONE
KUU11_DNA1153	KUU11	1153	373	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-30/IX2033/C2P5YACXX_5/IX2033_C2P5YACXX_5_TCCCGA.bam	DONE
KUU12_DNA932	KUU12	932	374	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_TCATTC.bam	DONE
KUU13_DNA496	KUU13	496	375	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-06-26/IX0372/C0W11ACXX_5/IX0372_C0W11ACXX_5_AGGTTT.bam	DONE
KUU15_DNA1154	KUU15	1154	376	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-11-06/IX2045/C2PVTACXX_1/IX2045_C2PVTACXX_1_TTCGAA.bam	DONE
KUU2_DNA676	KUU2	676	377	PBAL	KUU	Kuujjuaq		B04	-68.65	58.02	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0848/D18MNACXX_6/IX0848_D18MNACXX_6_CACGAT.bam	DONE
